student_id,module_id,past_module_id,grades_past,failed_module_id,grades_failed
S2440,P023_04,P016_03,84,,
S2441,P023_05,P044_05,80,,
S2442,P023_06,P031_01,57,,
S2443,P024_01,P042_03,72,,
S2444,P024_02,P045_01,55,,
S2445,P024_03,P034_04,58,,
S2446,P024_04,P008_02,43,P008_06,12
S2447,P024_05,P024_01,92,,
S2448,P024_06,P003_04,52,,
S2449,P024_07,P038_01,46,,
S2450,P025_01,P044_04,73,,
S2451,P025_02,P003_05,90,,
S2452,P025_03,P034_03,51,,
S2453,P025_04,P029_06,84,,
S2454,P025_05,P028_04,60,,
S2455,P025_06,P024_03,89,,
S2456,P025_07,P040_04,68,,
S2457,P026_01,P030_02,97,,
S2458,P026_02,P022_04,62,,
S2459,P026_03,P039_02,96,,
S2460,P026_04,P041_05,78,,
S2461,P026_05,P029_02,47,,
S2462,P027_01,P018_04,59,,
S2463,P027_02,P018_05,69,,
S2464,P027_03,P045_03,69,,
S2465,P027_04,P036_03,70,,
S2466,P027_05,P005_02,67,,
S2467,P027_06,P033_04,82,,
S2468,P027_07,P011_06,75,,
S2469,P027_08,P040_06,52,,
S2470,P028_01,P041_03,66,,
S2471,P028_02,P043_08,97,,
S2472,P028_03,P002_01,48,,
S2473,P028_04,P041_02,43,,
S2474,P028_05,P044_07,75,,
S2475,P028_06,P026_03,63,,
S2476,P028_07,P011_02,72,,
S2477,P029_01,P035_06,85,,
S2478,P029_02,P033_07,64,,
S2479,P029_03,P003_04,90,,
S2480,P029_04,P032_03,86,,
S2481,P029_05,P013_03,41,P007_01,38
S2482,P029_06,P003_04,56,,
S2483,P029_07,P008_01,94,,
S2484,P029_08,P031_01,77,,
S2485,P030_01,P010_02,70,,
S2486,P030_02,P024_05,50,,
S2487,P030_03,P039_02,84,,
S2488,P030_04,P021_06,81,,
S2489,P030_05,P022_08,86,,
S2490,P031_01,P015_06,85,,
S2491,P031_02,P027_02,59,,
S2492,P031_03,P018_07,72,,
S2493,P031_04,P011_01,82,,
S2494,P031_05,P047_03,89,,
S2495,P031_06,P020_01,80,,
S2496,P032_01,P023_05,59,,
S2497,P032_02,P019_04,41,P042_02,34
S2498,P032_03,P010_08,99,,
S2499,P032_04,P040_06,86,,
S2500,P032_05,P013_04,59,,
S2501,P032_06,P021_02,62,,
S2502,P032_07,P048_05,66,,
S2503,P033_01,P033_02,46,,
S2504,P033_02,P029_07,85,,
S2505,P033_03,P025_03,65,,
S2506,P033_04,P025_07,99,,
S2507,P033_05,P004_03,75,,
S2508,P033_06,P042_01,78,,
S2509,P033_07,P042_02,85,,
S2510,P033_08,P037_04,50,,
S2511,P034_01,P043_08,87,,
S2512,P034_02,P004_01,89,,
S2513,P034_03,P031_03,42,P038_06,16
S2514,P034_04,P045_03,99,,
S2515,P034_05,P046_01,73,,
S2516,P034_06,P014_05,75,,
S2517,P035_01,P041_01,79,,
S2518,P035_02,P045_03,79,,
S2519,P035_03,P024_01,64,,
S2520,P035_04,P032_04,99,,
S2521,P035_05,P042_04,57,,
S2522,P035_06,P037_04,60,,
S2523,P036_01,P045_03,50,,
S2524,P036_02,P019_05,66,,
S2525,P036_03,P044_07,89,,
S2526,P036_04,P001_04,93,,
S2527,P036_05,P041_04,93,,
S2528,P036_06,P033_08,51,,
S2529,P036_07,P039_02,72,,
S2530,P036_08,P006_03,57,,
S2531,P037_01,P025_03,84,,
S2532,P037_02,P019_03,88,,
S2533,P037_03,P004_07,57,,
S2534,P037_04,P005_01,71,,
S2535,P037_05,P001_03,74,,
S2536,P038_01,P049_01,70,,
S2537,P038_02,P021_06,57,,
S2538,P038_03,P022_03,63,,
S2539,P038_04,P030_03,42,P004_03,14
S2540,P038_05,P046_02,62,,
S2541,P038_06,P027_06,62,,
S2542,P038_07,P005_07,77,,
S2543,P038_08,P024_07,100,,
S2544,P039_01,P004_07,43,P039_06,11
S2545,P039_02,P049_05,55,,
S2546,P039_03,P034_01,93,,
S2547,P039_04,P013_07,80,,
S2548,P039_05,P028_05,96,,
S2549,P039_06,P024_03,44,,
S2550,P040_01,P001_01,86,,
S2551,P040_02,P046_01,83,,
S2552,P040_03,P033_07,51,,
S2553,P040_04,P032_05,52,,
S2554,P040_05,P022_06,66,,
S2555,P040_06,P033_04,94,,
S2556,P041_01,P032_02,58,,
S2557,P041_02,P002_04,65,,
S2558,P041_03,P035_03,92,,
S2559,P041_04,P047_02,81,,
S2560,P041_05,P031_05,43,,
S2561,P041_06,P040_02,92,,
S2562,P041_07,P018_01,100,,
S2563,P041_08,P035_02,80,,
S2564,P042_01,P015_01,61,,
S2565,P042_02,P023_05,61,,
S2566,P042_03,P012_01,87,,
S2567,P042_04,P006_02,49,,
S2568,P042_05,P048_04,68,,
S2569,P042_06,P043_02,48,,
S2570,P043_01,P039_06,54,,
S2571,P043_02,P044_04,65,,
S2572,P043_03,P024_06,93,,
S2573,P043_04,P008_03,53,,
S2574,P043_05,P043_01,65,,
S2575,P043_06,P048_05,91,,
S2576,P043_07,P049_04,64,,
S2577,P043_08,P032_01,98,,
S2578,P044_01,P036_07,85,,
S2579,P044_02,P018_03,44,,
S2580,P044_03,P048_06,88,,
S2581,P044_04,P043_03,83,,
S2582,P044_05,P009_02,47,,
S2583,P044_06,P012_04,87,,
S2584,P044_07,P038_02,52,,
S2585,P044_08,P027_06,79,,
S2586,P045_01,P017_01,48,,
S2587,P045_02,P014_06,60,,
S2588,P045_03,P030_02,45,,
S2589,P045_04,P019_04,40,P002_04,19
S2590,P045_05,P049_04,85,,
S2591,P046_01,P010_02,97,,
S2592,P046_02,P027_06,84,,
S2593,P046_03,P006_08,42,P037_01,36
S2594,P046_04,P049_07,44,,
S2595,P046_05,P016_04,46,,
S2596,P046_06,P048_07,67,,
S2597,P046_07,P011_04,77,,
S2598,P047_01,P036_03,76,,
S2599,P047_02,P025_02,60,,
S2600,P047_03,P040_04,75,,
S2601,P047_04,P028_05,79,,
S2602,P047_05,P032_06,75,,
S2603,P047_06,P032_07,72,,
S2604,P047_07,P038_01,69,,
S2605,P047_08,P025_02,50,,
S2606,P048_01,P023_02,44,,
S2607,P048_02,P028_02,63,,
S2608,P048_03,P030_03,99,,
S2609,P048_04,P001_05,73,,
S2610,P048_05,P029_08,66,,
S2611,P048_06,P003_04,40,P039_03,11
S2612,P048_07,P029_01,62,,
S2613,P049_01,P005_04,72,,
S2614,P049_02,P019_03,73,,
S2615,P049_03,P022_06,76,,
S2616,P049_04,P034_01,81,,
S2617,P049_05,P002_04,86,,
S2618,P050_01,P048_05,45,,
S2619,P050_02,P038_01,96,,
S2620,P050_03,P038_03,77,,
S2621,P050_04,P022_06,66,,
S2622,P050_05,P027_05,47,,
S2623,P050_06,P013_01,95,,
S2624,P050_07,P020_05,89,,
S2625,P001_01,P043_04,66,,
S2626,P001_02,P029_04,100,,
S2627,P001_03,P009_06,77,,
S2628,P001_04,P033_01,58,,
S2629,P001_05,P044_02,66,,
S2630,P002_01,P044_08,64,,
S2631,P002_02,P023_05,67,,
S2632,P002_03,P038_08,100,,
S2633,P002_04,P003_03,66,,
S2634,P002_05,P035_06,82,,
S2635,P003_01,P010_03,78,,
S2636,P003_02,P008_04,53,,
S2637,P003_03,P018_07,41,P005_02,22
S2638,P003_04,P027_04,88,,
S2639,P003_05,P037_04,94,,
S2640,P004_01,P047_02,88,,
S2641,P004_02,P012_07,91,,
S2642,P004_03,P036_04,91,,
S2643,P004_04,P025_03,45,,
S2644,P004_05,P024_04,79,,
S2645,P004_06,P036_08,86,,
S2646,P004_07,P008_01,83,,
S2647,P005_01,P035_04,93,,
S2648,P005_02,P022_03,74,,
S2649,P005_03,P010_08,46,,
S2650,P005_04,P044_02,44,,
S2651,P005_05,P023_06,43,,
S2652,P005_06,P046_02,55,,
S2653,P005_07,P002_03,95,,
S2654,P006_01,P006_04,42,P002_03,31
S2655,P006_02,P015_06,82,,
S2656,P006_03,P024_06,52,,
S2657,P006_04,P021_06,68,,
S2658,P006_05,P013_02,68,,
S2659,P006_06,P010_04,57,,
S2660,P006_07,P010_05,93,,
S2661,P006_08,P009_01,90,,
S2662,P007_01,P023_02,76,,
S2663,P007_02,P021_02,43,,
S2664,P007_03,P036_07,69,,
S2665,P007_04,P035_02,96,,
S2666,P007_05,P024_06,68,,
S2667,P008_01,P027_04,87,,
S2668,P008_02,P004_07,53,,
S2669,P008_03,P024_04,54,,
S2670,P008_04,P028_01,72,,
S2671,P008_05,P032_06,52,,
S2672,P008_06,P038_07,60,,
S2673,P009_01,P035_03,61,,
S2674,P009_02,P042_02,70,,
S2675,P009_03,P018_08,71,,
S2676,P009_04,P044_01,52,,
S2677,P009_05,P013_04,80,,
S2678,P009_06,P005_05,64,,
S2679,P009_07,P031_02,51,,
S2680,P010_01,P033_06,65,,
S2681,P010_02,P029_05,70,,
S2682,P010_03,P028_04,42,P046_04,36
S2683,P010_04,P037_01,72,,
S2684,P010_05,P005_03,48,,
S2685,P010_06,P036_08,88,,
S2686,P010_07,P012_04,93,,
S2687,P010_08,P038_02,69,,
S2688,P011_01,P048_03,83,,
S2689,P011_02,P025_03,57,,
S2690,P011_03,P035_05,57,,
S2691,P011_04,P025_05,78,,
S2692,P011_05,P027_06,75,,
S2693,P011_06,P028_01,58,,
S2694,P011_07,P025_03,68,,
S2695,P012_01,P002_02,76,,
S2696,P012_02,P047_01,61,,
S2697,P012_03,P018_05,73,,
S2698,P012_04,P046_07,67,,
S2699,P012_05,P029_08,47,,
S2700,P012_06,P008_06,41,P039_01,16
S2701,P012_07,P037_05,45,,
S2702,P013_01,P030_03,74,,
S2703,P013_02,P027_03,61,,
S2704,P013_03,P012_01,99,,
S2705,P013_04,P008_05,70,,
S2706,P013_05,P035_02,98,,
S2707,P013_06,P023_03,69,,
S2708,P013_07,P006_03,47,,
S2709,P014_01,P006_01,97,,
S2710,P014_02,P012_06,88,,
S2711,P014_03,P006_04,84,,
S2712,P014_04,P049_01,88,,
S2713,P014_05,P044_01,50,,
S2714,P014_06,P047_07,59,,
S2715,P015_01,P025_07,96,,
S2716,P015_02,P040_05,46,,
S2717,P015_03,P008_03,96,,
S2718,P015_04,P002_01,98,,
S2719,P015_05,P035_01,98,,
S2720,P015_06,P044_01,93,,
S2721,P016_01,P036_08,45,,
S2722,P016_02,P046_03,61,,
S2723,P016_03,P030_04,90,,
S2724,P016_04,P027_05,88,,
S2725,P016_05,P033_03,93,,
S2726,P016_06,P029_06,90,,
S2727,P017_01,P045_03,49,,
S2728,P017_02,P032_06,94,,
S2729,P017_03,P010_07,73,,
S2730,P017_04,P029_03,78,,
S2731,P017_05,P022_06,53,,
S2732,P017_06,P031_04,63,,
S2733,P018_01,P040_03,91,,
S2734,P018_02,P049_02,54,,
S2735,P018_03,P002_03,78,,
S2736,P018_04,P041_08,41,P003_04,15
S2737,P018_05,P029_03,63,,
S2738,P018_06,P034_06,88,,
S2739,P018_07,P025_03,74,,
S2740,P018_08,P031_04,75,,
S2741,P019_01,P031_03,85,,
S2742,P019_02,P029_06,78,,
S2743,P019_03,P046_04,62,,
S2744,P019_04,P007_05,46,,
S2745,P019_05,P034_01,58,,
S2746,P020_01,P048_05,77,,
S2747,P020_02,P010_04,61,,
S2748,P020_03,P002_04,65,,
S2749,P020_04,P011_06,59,,
S2750,P020_05,P011_05,94,,
S2751,P021_01,P020_01,72,,
S2752,P021_02,P020_03,99,,
S2753,P021_03,P011_07,52,,
S2754,P021_04,P012_06,70,,
S2755,P021_05,P008_04,44,,
S2756,P021_06,P035_04,66,,
S2757,P022_01,P009_04,50,,
S2758,P022_02,P037_02,62,,
S2759,P022_03,P039_05,67,,
S2760,P022_04,P049_03,59,,
S2761,P022_05,P044_08,43,,
S2762,P022_06,P014_02,76,,
S2763,P022_07,P041_08,100,,
S2764,P022_08,P035_05,75,,
S2765,P023_01,P040_04,81,,
S2766,P023_02,P001_01,42,P037_02,31
S2767,P023_03,P039_06,94,,
S2768,P023_04,P041_06,99,,
S2769,P023_05,P019_05,46,,
S2770,P023_06,P035_04,89,,
S2771,P024_01,P029_02,56,,
S2772,P024_02,P009_05,55,,
S2773,P024_03,P049_01,61,,
S2774,P024_04,P043_08,72,,
S2775,P024_05,P027_03,76,,
S2776,P024_06,P007_03,82,,
S2777,P024_07,P049_06,66,,
S2778,P025_01,P048_02,67,,
S2779,P025_02,P049_01,99,,
S2780,P025_03,P043_07,77,,
S2781,P025_04,P017_06,40,P008_02,36
S2782,P025_05,P026_02,87,,
S2783,P025_06,P001_04,52,,
S2784,P025_07,P015_01,53,,
S2785,P026_01,P038_06,41,P047_08,34
S2786,P026_02,P027_01,76,,
S2787,P026_03,P014_04,96,,
S2788,P026_04,P024_02,71,,
S2789,P026_05,P008_04,79,,
S2790,P027_01,P041_06,92,,
S2791,P027_02,P012_02,65,,
S2792,P027_03,P028_07,57,,
S2793,P027_04,P041_03,72,,
S2794,P027_05,P015_02,75,,
S2795,P027_06,P005_03,46,,
S2796,P027_07,P025_01,47,,
S2797,P027_08,P049_02,72,,
S2798,P028_01,P028_02,70,,
S2799,P028_02,P039_04,58,,
S2800,P028_03,P009_06,57,,
S2801,P028_04,P043_01,71,,
S2802,P028_05,P030_05,77,,
S2803,P028_06,P027_05,51,,
S2804,P028_07,P006_08,50,,
S2805,P029_01,P045_05,41,P001_01,12
S2806,P029_02,P021_06,89,,
S2807,P029_03,P035_01,94,,
S2808,P029_04,P032_07,47,,
S2809,P029_05,P007_03,62,,
S2810,P029_06,P046_05,86,,
S2811,P029_07,P044_07,86,,
S2812,P029_08,P012_05,65,,
S2813,P030_01,P002_02,73,,
S2814,P030_02,P046_06,95,,
S2815,P030_03,P046_03,55,,
S2816,P030_04,P043_03,40,P042_05,15
S2817,P030_05,P029_06,57,,
S2818,P031_01,P001_02,97,,
S2819,P031_02,P027_01,95,,
S2820,P031_03,P038_02,44,,
S2821,P031_04,P026_01,56,,
S2822,P031_05,P038_06,77,,
S2823,P031_06,P038_03,43,,
S2824,P032_01,P015_06,83,,
S2825,P032_02,P018_01,55,,
S2826,P032_03,P010_02,50,,
S2827,P032_04,P047_04,85,,
S2828,P032_05,P010_08,99,,
S2829,P032_06,P024_03,58,,
S2830,P032_07,P017_01,95,,
S2831,P033_01,P024_02,84,,
S2832,P033_02,P034_04,55,,
S2833,P033_03,P013_03,67,,
S2834,P033_04,P045_04,69,,
S2835,P033_05,P046_01,59,,
S2836,P033_06,P024_07,79,,
S2837,P033_07,P030_04,86,,
S2838,P033_08,P036_04,79,,
S2839,P034_01,P030_03,85,,
S2840,P034_02,P009_03,50,,
S2841,P034_03,P029_02,60,,
S2842,P034_04,P011_01,54,,
S2843,P034_05,P028_01,82,,
S2844,P034_06,P036_06,82,,
S2845,P035_01,P036_02,79,,
S2846,P035_02,P029_08,77,,
S2847,P035_03,P023_06,85,,
S2848,P035_04,P029_07,68,,
S2849,P035_05,P006_01,54,,
S2850,P035_06,P021_01,55,,
S2851,P036_01,P030_04,91,,
S2852,P036_02,P028_05,58,,
S2853,P036_03,P007_02,83,,
S2854,P036_04,P038_07,68,,
S2855,P036_05,P008_01,88,,
S2856,P036_06,P031_05,53,,
S2857,P036_07,P005_01,50,,
S2858,P036_08,P038_06,100,,
S2859,P037_01,P040_04,81,,
S2860,P037_02,P044_08,63,,
S2861,P037_03,P011_04,53,,
S2862,P037_04,P026_02,81,,
S2863,P037_05,P009_04,51,,
S2864,P038_01,P026_02,65,,
S2865,P038_02,P033_05,48,,
S2866,P038_03,P010_01,76,,
S2867,P038_04,P038_08,86,,
S2868,P038_05,P002_04,45,,
S2869,P038_06,P046_02,40,P005_06,10
S2870,P038_07,P025_01,90,,
S2871,P038_08,P048_03,67,,
S2872,P039_01,P041_06,76,,
S2873,P039_02,P037_02,56,,
S2874,P039_03,P048_01,51,,
S2875,P039_04,P040_01,85,,
S2876,P039_05,P026_04,100,,
S2877,P039_06,P031_05,65,,
S2878,P040_01,P005_04,92,,
S2879,P040_02,P023_01,64,,
S2880,P040_03,P029_05,66,,
S2881,P040_04,P018_05,48,,
S2882,P040_05,P042_02,63,,
S2883,P040_06,P041_04,58,,
S2884,P041_01,P049_08,82,,
S2885,P041_02,P041_06,81,,
S2886,P041_03,P046_02,67,,
S2887,P041_04,P012_05,41,P006_01,32
S2888,P041_05,P030_04,93,,
S2889,P041_06,P001_02,72,,
S2890,P041_07,P025_06,51,,
S2891,P041_08,P049_05,85,,
S2892,P042_01,P029_06,60,,
S2893,P042_02,P030_02,55,,
S2894,P042_03,P036_04,44,,
S2895,P042_04,P020_02,65,,
S2896,P042_05,P046_05,90,,
S2897,P042_06,P015_05,98,,
S2898,P043_01,P015_05,56,,
S2899,P043_02,P043_04,66,,
S2900,P043_03,P002_02,67,,
S2901,P043_04,P021_06,40,P007_01,19
S2902,P043_05,P021_01,56,,
S2903,P043_06,P006_08,71,,
S2904,P043_07,P031_06,92,,
S2905,P043_08,P029_06,51,,
S2906,P044_01,P001_01,55,,
S2907,P044_02,P032_07,97,,
S2908,P044_03,P041_03,60,,
S2909,P044_04,P022_05,60,,
S2910,P044_05,P022_05,71,,
S2911,P044_06,P048_04,76,,
S2912,P044_07,P010_04,95,,
S2913,P044_08,P024_05,73,,
S2914,P045_01,P004_06,99,,
S2915,P045_02,P016_03,94,,
S2916,P045_03,P018_08,52,,
S2917,P045_04,P042_01,77,,
S2918,P045_05,P005_03,69,,
S2919,P046_01,P009_05,45,,
S2920,P046_02,P002_03,96,,
S2921,P046_03,P046_05,56,,
S2922,P046_04,P015_05,52,,
S2923,P046_05,P015_06,99,,
S2924,P046_06,P006_06,96,,
S2925,P046_07,P037_02,44,,
S2926,P047_01,P047_07,80,,
S2927,P047_02,P043_05,76,,
S2928,P047_03,P004_04,50,,
S2929,P047_04,P006_01,83,,
S2930,P047_05,P035_03,60,,
S2931,P047_06,P008_04,72,,
S2932,P047_07,P029_06,99,,
S2933,P047_08,P019_02,98,,
S2934,P048_01,P009_01,42,P044_05,19
S2935,P048_02,P036_06,74,,
S2936,P048_03,P043_04,46,,
S2937,P048_04,P012_04,59,,
S2938,P048_05,P049_02,62,,
S2939,P048_06,P028_07,71,,
S2940,P048_07,P011_01,66,,
S2941,P049_01,P048_03,54,,
S2942,P049_02,P027_06,93,,
S2943,P049_03,P042_01,78,,
S2944,P049_04,P004_06,85,,
S2945,P049_05,P009_01,84,,
S2946,P050_01,P041_08,81,,
S2947,P050_02,P028_07,62,,
S2948,P050_03,P041_08,65,,
S2949,P050_04,P010_03,61,,
S2950,P050_05,P027_01,84,,
S2951,P050_06,P035_05,42,P003_05,28
S2952,P050_07,P006_04,71,,
S2953,P001_01,P044_05,80,,
S2954,P001_02,P038_01,66,,
S2955,P001_03,P018_06,99,,
S2956,P001_04,P019_03,84,,
S2957,P001_05,P019_01,77,,
S2958,P002_01,P013_06,54,,
S2959,P002_02,P029_08,64,,
S2960,P002_03,P021_02,90,,
S2961,P002_04,P029_08,57,,
S2962,P002_05,P017_02,49,,
S2963,P003_01,P036_08,99,,
S2964,P003_02,P012_07,69,,
S2965,P003_03,P033_04,100,,
S2966,P003_04,P032_01,63,,
S2967,P003_05,P006_01,58,,
S2968,P004_01,P046_03,70,,
S2969,P004_02,P038_02,78,,
S2970,P004_03,P045_01,62,,
S2971,P004_04,P039_01,77,,
S2972,P004_05,P005_04,80,,
S2973,P004_06,P010_05,50,,
S2974,P004_07,P027_08,56,,
S2975,P005_01,P009_03,49,,
S2976,P005_02,P002_02,59,,
S2977,P005_03,P005_04,75,,
S2978,P005_04,P027_02,95,,
S2979,P005_05,P046_04,71,,
S2980,P005_06,P020_02,96,,
S2981,P005_07,P024_01,51,,
S2982,P006_01,P033_04,43,,
S2983,P006_02,P003_01,54,,
S2984,P006_03,P002_01,40,P038_06,23
S2985,P006_04,P006_02,90,,
S2986,P006_05,P037_05,48,,
S2987,P006_06,P026_01,68,,
S2988,P006_07,P013_04,52,,
S2989,P006_08,P044_05,56,,
S2990,P007_01,P005_07,97,,
S2991,P007_02,P040_04,79,,
S2992,P007_03,P005_02,76,,
S2993,P007_04,P021_02,51,,
S2994,P007_05,P040_01,98,,
S2995,P008_01,P018_01,70,,
S2996,P008_02,P038_01,50,,
S2997,P008_03,P002_04,85,,
S2998,P008_04,P036_06,90,,
S2999,P008_05,P042_02,52,,
S3000,P008_06,P049_07,43,,
S3001,P009_01,P015_03,65,,
S3002,P009_02,P022_08,72,,
S3003,P009_03,P021_02,89,,
S3004,P009_04,P036_05,81,,
S3005,P009_05,P018_01,90,,
S3006,P009_06,P009_06,56,,
S3007,P009_07,P042_01,72,,
S3008,P010_01,P021_05,46,,
S3009,P010_02,P047_06,64,,
S3010,P010_03,P040_06,50,,
S3011,P010_04,P005_07,66,,
S3012,P010_05,P037_01,82,,
S3013,P010_06,P035_04,96,,
S3014,P010_07,P002_05,59,,
S3015,P010_08,P042_04,91,,
S3016,P011_01,P031_04,49,,
S3017,P011_02,P029_02,71,,
S3018,P011_03,P032_06,41,P043_06,22
S3019,P011_04,P025_07,98,,
S3020,P011_05,P044_04,52,,
S3021,P011_06,P008_03,86,,
S3022,P011_07,P043_01,96,,
S3023,P012_01,P018_03,43,,
S3024,P012_02,P038_06,80,,
S3025,P012_03,P015_02,66,,
S3026,P012_04,P036_06,63,,
S3027,P012_05,P020_01,65,,
S3028,P012_06,P021_01,47,,
S3029,P012_07,P032_04,79,,
S3030,P013_01,P021_01,64,,
S3031,P013_02,P031_03,95,,
S3032,P013_03,P005_06,97,,
S3033,P013_04,P047_01,94,,
S3034,P013_05,P006_02,77,,
S3035,P013_06,P038_08,55,,
S3036,P013_07,P001_05,81,,
S3037,P014_01,P037_05,74,,
S3038,P014_02,P002_02,58,,
S3039,P014_03,P027_04,64,,
S3040,P014_04,P010_08,63,,
S3041,P014_05,P033_07,80,,
S3042,P014_06,P036_03,46,,
S3043,P015_01,P032_02,61,,
S3044,P015_02,P043_07,58,,
S3045,P015_03,P004_04,54,,
S3046,P015_04,P040_06,99,,
S3047,P015_05,P047_03,75,,
S3048,P015_06,P022_08,79,,
S3049,P016_01,P018_01,77,,
S3050,P016_02,P018_08,77,,
S3051,P016_03,P018_02,98,,
S3052,P016_04,P025_04,81,,
S3053,P016_05,P009_04,55,,
S3054,P016_06,P007_02,54,,
S3055,P017_01,P034_02,44,,
S3056,P017_02,P010_06,91,,
S3057,P017_03,P004_05,85,,
S3058,P017_04,P016_05,52,,
S3059,P017_05,P025_01,93,,
S3060,P017_06,P021_04,99,,
S3061,P018_01,P042_03,47,,
S3062,P018_02,P027_05,87,,
S3063,P018_03,P049_08,55,,
S3064,P018_04,P048_07,97,,
S3065,P018_05,P048_06,94,,
S3066,P018_06,P001_04,80,,
S3067,P018_07,P044_06,51,,
S3068,P018_08,P032_06,51,,
S3069,P019_01,P041_08,52,,
S3070,P019_02,P022_05,57,,
S3071,P019_03,P035_03,56,,
S3072,P019_04,P048_04,83,,
S3073,P019_05,P036_04,42,P042_02,39
S3074,P020_01,P016_04,67,,
S3075,P020_02,P013_06,44,,
S3076,P020_03,P007_04,73,,
S3077,P020_04,P021_03,61,,
S3078,P020_05,P001_04,86,,
S3079,P021_01,P041_01,75,,
S3080,P021_02,P015_05,56,,
S3081,P021_03,P033_03,62,,
S3082,P021_04,P033_08,94,,
S3083,P021_05,P031_05,96,,
S3084,P021_06,P006_01,97,,
S3085,P022_01,P049_03,91,,
S3086,P022_02,P036_07,75,,
S3087,P022_03,P029_01,58,,
S3088,P022_04,P034_04,41,P043_07,29
S3089,P022_05,P017_05,50,,
S3090,P022_06,P025_01,82,,
S3091,P022_07,P015_01,49,,
S3092,P022_08,P044_03,53,,
S3093,P023_01,P016_02,43,,
S3094,P023_02,P043_03,75,,
S3095,P023_03,P041_02,65,,
S3096,P023_04,P044_06,52,,
S3097,P023_05,P046_02,90,,
S3098,P023_06,P048_06,82,,
S3099,P024_01,P025_05,96,,
S3100,P024_02,P020_03,62,,
S3101,P024_03,P003_04,41,P049_06,38
S3102,P024_04,P018_03,56,,
S3103,P024_05,P042_02,77,,
S3104,P024_06,P035_01,76,,
S3105,P024_07,P025_02,89,,
S3106,P025_01,P013_05,65,,
S3107,P025_02,P038_02,64,,
S3108,P025_03,P036_08,71,,
S3109,P025_04,P045_02,73,,
S3110,P025_05,P043_04,44,,
S3111,P025_06,P009_03,70,,
S3112,P025_07,P028_05,60,,
S3113,P026_01,P045_03,73,,
S3114,P026_02,P011_04,100,,
S3115,P026_03,P034_01,93,,
S3116,P026_04,P022_06,68,,
S3117,P026_05,P004_03,86,,
S3118,P027_01,P008_02,65,,
S3119,P027_02,P021_02,62,,
S3120,P027_03,P010_04,47,,
S3121,P027_04,P025_05,58,,
S3122,P027_05,P015_04,59,,
S3123,P027_06,P038_01,43,,
S3124,P027_07,P039_01,95,,
S3125,P027_08,P019_05,78,,
S3126,P028_01,P007_01,48,,
S3127,P028_02,P049_01,65,,
S3128,P028_03,P001_04,57,,
S3129,P028_04,P007_02,96,,
S3130,P028_05,P002_03,84,,
S3131,P028_06,P049_02,76,,
S3132,P028_07,P023_02,68,,
S3133,P029_01,P013_05,44,,
S3134,P029_02,P037_02,52,,
S3135,P029_03,P045_05,82,,
S3136,P029_04,P044_06,67,,
S3137,P029_05,P006_01,69,,
S3138,P029_06,P047_02,97,,
S3139,P029_07,P030_05,57,,
S3140,P029_08,P026_03,80,,
S3141,P030_01,P004_04,55,,
S3142,P030_02,P036_01,83,,
S3143,P030_03,P037_03,69,,
S3144,P030_04,P021_04,65,,
S3145,P030_05,P028_04,46,,
S3146,P031_01,P029_01,87,,
S3147,P031_02,P005_05,73,,
S3148,P031_03,P022_06,94,,
S3149,P031_04,P019_02,79,,
S3150,P031_05,P013_01,75,,
S3151,P031_06,P038_01,58,,
S3152,P032_01,P001_02,61,,
S3153,P032_02,P046_06,65,,
S3154,P032_03,P016_05,96,,
S3155,P032_04,P030_03,41,P002_04,26
S3156,P032_05,P027_07,70,,
S3157,P032_06,P044_07,63,,
S3158,P032_07,P048_04,60,,
S3159,P033_01,P022_03,72,,
S3160,P033_02,P030_02,68,,
S3161,P033_03,P014_03,54,,
S3162,P033_04,P030_03,42,P049_02,19
S3163,P033_05,P027_03,92,,
S3164,P033_06,P012_06,74,,
S3165,P033_07,P017_01,48,,
S3166,P033_08,P011_06,99,,
S3167,P034_01,P041_07,85,,
S3168,P034_02,P040_06,64,,
S3169,P034_03,P027_02,99,,
S3170,P034_04,P006_08,74,,
S3171,P034_05,P039_01,71,,
S3172,P034_06,P026_03,93,,
S3173,P035_01,P009_03,68,,
S3174,P035_02,P045_03,63,,
S3175,P035_03,P001_01,78,,
S3176,P035_04,P020_04,84,,
S3177,P035_05,P028_02,49,,
S3178,P035_06,P032_05,61,,
S3179,P036_01,P044_08,76,,
S3180,P036_02,P005_01,56,,
S3181,P036_03,P003_01,42,P006_01,39
S3182,P036_04,P044_05,100,,
S3183,P036_05,P014_01,96,,
S3184,P036_06,P013_03,64,,
S3185,P036_07,P030_02,41,P003_04,14
S3186,P036_08,P017_04,48,,
S3187,P037_01,P029_05,68,,
S3188,P037_02,P043_08,99,,
S3189,P037_03,P009_07,94,,
S3190,P037_04,P042_01,52,,
S3191,P037_05,P011_03,91,,
S3192,P038_01,P025_03,58,,
S3193,P038_02,P005_04,51,,
S3194,P038_03,P034_04,87,,
S3195,P038_04,P049_05,46,,
S3196,P038_05,P013_05,71,,
S3197,P038_06,P043_01,99,,
S3198,P038_07,P012_04,95,,
S3199,P038_08,P041_05,70,,
S3200,P039_01,P047_07,52,,
S3201,P039_02,P027_08,52,,
S3202,P039_03,P044_05,76,,
S3203,P039_04,P033_03,71,,
S3204,P039_05,P006_04,65,,
S3205,P039_06,P027_08,56,,
